,Unnamed: 0,scale,path,psnr,ssim,lpips,chamfer
15070,15070,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_1_37066_s3,30.396056640848748,0.98037595,0.03397,2.4470864e-05
15241,15241,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_1_70265_s3,29.478225257591,0.97355586,0.03397,1.9346675e-05
15495,15495,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_2_134839_s3,27.05088910783632,0.94991624,0.03397,2.3040775e-05
8222,8222,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_0_01702_s2,27.045797319646745,0.9878542,0.034,2.7533199e-05
13078,13078,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_v3_6_037297_s1,31.52274324324001,0.98210704,0.034,1.7980385e-05
13487,13487,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Hayao_0_01326_s1,35.83401080209904,0.9876185,0.034,1.2811288e-05
13768,13768,any,/root/autodl-tmp/animedata/train_10k/Japan_0_110443_s1,37.26007157068173,0.9986477,0.034,8.96234e-06
16939,16939,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_3_82107_s3,34.45080396402388,0.99151886,0.034,1.4041681e-05
17673,17673,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_038377_s3,35.131858750906986,0.95730364,0.034,7.819308e-06
18080,18080,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_126539_s3,34.14265922587434,0.9850951,0.034,1.8617247e-05
9424,9424,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Disney_15_03886_s1,42.445115927048974,0.9916043,0.03403,1.3708951e-05
12451,12451,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_v2_7_00224_s2,31.401938515646822,0.95621777,0.03403,2.2052933e-05
13557,13557,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Hayao_0_01476_s2,31.811112784861272,0.9719944,0.03403,2.2369315e-05
17080,17080,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_4_121487_s2,31.859517261430096,0.9726422,0.03403,1.9463398e-05
4867,4867,"(448, 896)",/root/autodl-tmp/animedata/anime_dataset/538,30.395198242455557,1.0616425,0.03406,1.6242942e-05
7345,7345,"(576, 1152)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_22_026089_s2,28.54513463312682,0.9625385,0.03406,2.9662458e-05
9733,9733,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_20_02720_s2,33.191269008961925,0.9930589,0.03406,1.5782909e-05
13597,13597,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Hayao_0_01696_s3,31.479843299399445,0.9680113,0.03406,2.2924767e-05
13806,13806,any,/root/autodl-tmp/animedata/train_10k/Japan_0_113428_s3,27.983844478455385,0.98437643,0.03406,1.874191e-05
14455,14455,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_0_35560_s2,34.732917378553275,0.99072754,0.03406,1.0577309e-05
9299,9299,any,/root/autodl-tmp/animedata/train_10k/Disney_14_00754_s2,36.547703536852616,0.9847889,0.0341,1.7478695e-05
1098,1098,"(576, 1152)",/root/autodl-tmp/animedata/anime_dataset/1988,36.64297540588756,0.7837195,0.03412,9.431613e-06
7256,7256,"(960, 1920)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_22_008183_s2,32.05688924032294,0.9763294,0.03412,1.2703258e-05
12996,12996,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_v3_6_029072_s2,31.23422234575342,0.99477637,0.03412,1.0488795e-05
2747,2747,"(256, 512)",/root/autodl-tmp/animedata/anime_dataset/3471,37.36359625728695,0.99196154,0.03415,1.0272604e-05
8029,8029,"(320, 640)",/root/autodl-tmp/animedata/test_2k_original/Japan_v2_3_088696_s3,31.22569093181056,0.9882416,0.03415,2.0041689e-05
10998,10998,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_28_01143_s2,38.31253948331569,0.9873268,0.03415,2.1277356e-05
12484,12484,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Disney_v2_7_02749_s2,34.63921687816307,0.9658114,0.03415,1.7607768e-05
13596,13596,any,/root/autodl-tmp/animedata/train_10k/Hayao_0_01696_s2,31.44258084483475,0.9676092,0.03415,2.3153782e-05
14103,14103,any,/root/autodl-tmp/animedata/train_10k/Japan_0_151338_s3,26.48369546020247,0.9763977,0.03415,1.9001038e-05
14326,14326,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_0_171883_s3,42.0240783985923,0.9999484,0.03415,6.1382357e-06
1730,1730,"(1088, 2176)",/root/autodl-tmp/animedata/anime_dataset/2556,36.38153055878086,0.9906344,0.03418,1.1958385e-05
6721,6721,"(704, 1408)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_010668_s2,30.702065913075693,1.0528406,0.03418,1.6885006e-05
7180,7180,"(256, 512)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_049027_s1,33.84230703508247,1.0726603,0.03418,1.5652147e-05
7951,7951,"(448, 896)",/root/autodl-tmp/animedata/test_2k_original/Japan_v2_3_037933_s3,29.510813121744714,0.9825523,0.03418,1.5013616e-05
9647,9647,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_1_02806_s2,26.772132470997843,0.9835488,0.03418,1.9447041e-05
11513,11513,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_v2_10_04812_s1,27.96787996872512,0.9755924,0.03418,1.884277e-05
11731,11731,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v2_12_05028_s2,34.075922574303654,0.9871185,0.03418,1.2588792e-05
12524,12524,any,/root/autodl-tmp/animedata/train_10k/Disney_v2_8_02571_s1,32.06698919971825,1.0106572,0.03418,2.2973072e-05
12868,12868,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v3_6_010784_s2,28.41142310136745,0.9784333,0.03418,1.6030013e-05
5517,5517,"(960, 1920)",/root/autodl-tmp/animedata/train_10k/Japan_0_55436_s2,35.620347231959244,0.9978324,0.03418,8.5262645e-06
18152,18152,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_150257_s2,33.555914663920376,0.97341853,0.03418,1.3275734e-05
9166,9166,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_16_00534_s2,31.705263350203936,0.9901324,0.0342,1.473507e-05
15840,15840,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_2_193151_s2,34.82919638401658,0.98600656,0.0342,1.491934e-05
1162,1162,"(704, 1408)",/root/autodl-tmp/animedata/anime_dataset/2044,46.21789914624094,0.9925185,0.03424,3.7749885e-06
8724,8724,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_10_03836_s2,32.77374548456161,0.99533147,0.03424,1.7245147e-05
8883,8883,any,/root/autodl-tmp/animedata/train_10k/Disney_12_03411_s2,26.817610570791658,0.9770362,0.03424,2.0442225e-05
12567,12567,any,/root/autodl-tmp/animedata/train_10k/Disney_v2_8_05619_s1,33.31118710041112,0.96933794,0.03424,1.5695357e-05
13414,13414,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Hayao_0_00968_s3,36.11136851402218,0.9878068,0.03424,1.1184336e-05
14009,14009,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_0_139317_s2,34.67546881722364,0.98849577,0.03424,1.1342811e-05
15287,15287,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_2_07453_s2,31.86675018617925,0.9707762,0.03424,1.2073834e-05
15389,15389,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_2_113197_s3,32.75696832870389,0.95244086,0.03424,2.1276628e-05
18007,18007,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_106629_s2,37.77755296851719,0.9940926,0.03424,4.962322e-06
10604,10604,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_27_23336_s2,33.169097713296274,0.97694874,0.03427,1.7362061e-05
11641,11641,any,/root/autodl-tmp/animedata/train_10k/Disney_v2_11_06372_s1,30.781664988154358,0.9829647,0.03427,1.8703759e-05
12453,12453,"(1088, 2176)",/root/autodl-tmp/animedata/train_10k/Disney_v2_7_00346_s2,39.3715370699519,0.99339664,0.03427,8.466304e-06
12590,12590,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v2_9_01308_s2,33.54014384526962,0.9934245,0.03427,1.2587998e-05
13086,13086,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Disney_v3_6_038752_s2,28.97463000805378,0.9704476,0.03427,1.7511768e-05
14523,14523,any,/root/autodl-tmp/animedata/train_10k/Japan_0_42730_s3,33.79309576709606,0.9867419,0.03427,1.15543035e-05
14599,14599,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_0_53586_s2,33.33571693898013,0.9921685,0.03427,1.0453177e-05
16144,16144,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_2_42173_s2,36.28614381565073,0.971676,0.03427,1.8985922e-05
2615,2615,"(320, 640)",/root/autodl-tmp/animedata/anime_dataset/3352,45.63183227399436,0.9946125,0.0343,6.0664706e-06
6454,6454,"(576, 1152)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_008511_s2,29.27747523230566,1.0672628,0.0343,1.2689205e-05
11166,11166,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_3_01335_s1,32.13865629371425,0.992503,0.0343,1.891644e-05
11245,11245,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_4_06273_s2,35.10179848645172,1.0092295,0.0343,1.9080828e-05
13558,13558,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Hayao_0_01476_s3,31.530246834731532,0.97179294,0.0343,2.2289623e-05
13683,13683,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Japan_0_06475_s3,33.61456096490275,0.9908453,0.0343,2.0653317e-05
14024,14024,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Japan_0_144417_s3,31.945871498442227,0.9800806,0.0343,2.0567379e-05
14575,14575,any,/root/autodl-tmp/animedata/train_10k/Japan_0_48408_s3,28.76347559989057,0.9697518,0.0343,2.68424e-05
2487,2487,"(576, 1152)",/root/autodl-tmp/animedata/anime_dataset/3237,38.84873052160152,1.0153629,0.03433,6.45002e-06
7066,7066,"(448, 896)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_033969_s1,27.467430535702743,1.0482802,0.03433,2.2763756e-05
567,567,"(704, 1408)",/root/autodl-tmp/animedata/anime_dataset/1509,30.61328056590792,0.9840255,0.03436,1.2451508e-05
6622,6622,"(448, 896)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_038414_s2,30.062332154889678,1.0792103,0.03436,8.394385e-06
7019,7019,"(256, 512)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_029274_s2,28.968051171035697,1.0577934,0.03436,1.1675581e-05
12762,12762,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v3_5_000206_s2,31.60637667550704,0.9981357,0.03436,2.5635014e-05
13125,13125,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v3_6_041391_s2,27.800681540283747,0.98633516,0.03436,1.733096e-05
13416,13416,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Hayao_0_00970_s3,36.01075448940059,0.9875266,0.03436,1.1098495e-05
14142,14142,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Japan_0_154331_s2,27.921182858704377,0.958103,0.03436,2.1796777e-05
6775,6775,"(448, 896)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_014034_s2,30.21991490398268,1.0528766,0.0344,1.5341599e-05
9168,9168,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_16_00540_s2,30.203957495643184,0.98998547,0.0344,1.5310137e-05
430,430,"(576, 1152)",/root/autodl-tmp/animedata/anime_dataset/1386,31.07353330385066,1.014145,0.03442,1.5648315e-05
6716,6716,"(960, 1920)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_000729_s1,29.0564902846738,1.0471922,0.03442,1.938143e-05
11231,11231,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Disney_4_03470_s2,33.24189553416429,0.9922783,0.03442,1.4165084e-05
12774,12774,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Disney_v3_5_001548_s1,33.19657749324686,1.0171331,0.03442,1.9954488e-05
13694,13694,any,/root/autodl-tmp/animedata/train_10k/Japan_0_07916_s2,28.45486421850695,0.9813614,0.03442,2.1791384e-05
14160,14160,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_0_157909_s3,28.828157939918952,0.9836057,0.03442,1.6434966e-05
15606,15606,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_2_155595_s3,29.89896892097083,0.97987443,0.03442,1.7905331e-05
6539,6539,"(704, 1408)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_029592_s2,29.088628676689893,1.0582734,0.03445,1.5911126e-05
12851,12851,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Disney_v3_6_008631_s2,30.771991488973693,0.98312324,0.03445,1.4692494e-05
664,664,"(960, 1920)",/root/autodl-tmp/animedata/anime_dataset/1597,38.21380624712354,0.9937535,0.0345,4.6858827e-06
6571,6571,"(256, 512)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_033630_s2,28.25799421461946,1.0565765,0.0345,1.9239698e-05
2385,2385,"(960, 1920)",/root/autodl-tmp/animedata/train_10k/Disney_v2_10_02139_s2,33.43985218667095,1.0392065,0.0345,8.374438e-06
11662,11662,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Disney_v2_12_00406_s2,32.212579332793936,0.99157566,0.0345,1.4033751e-05
12314,12314,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_v2_19_01863_s2,41.87328904545494,0.9923618,0.0345,1.3500976e-05
17285,17285,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_4_50151_s2,27.860606954322623,0.99052715,0.0345,1.7388642e-05
887,887,any,/root/autodl-tmp/animedata/anime_dataset/1798,44.31962688762041,1.0069938,0.03452,2.446674e-06
6722,6722,"(320, 640)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_010691_s1,30.238112327217014,1.053935,0.03452,1.938422e-05
12775,12775,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_v3_5_001649_s1,30.54103415141736,0.9776509,0.03452,2.15466e-05
13462,13462,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Hayao_0_01309_s2,36.01947340902358,0.9875964,0.03452,1.5471058e-05
14602,14602,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_0_53793_s3,28.82794100187648,0.973101,0.03452,1.8978522e-05
15628,15628,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_2_16111_s2,26.344448178516355,0.95474887,0.03452,2.6632704e-05
16173,16173,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_2_51240_s3,33.00805654225098,0.9585852,0.03452,2.0790254e-05
17040,17040,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_4_108103_s3,32.16958494785461,1.003552,0.03452,1.1083596e-05
2843,2843,"(448, 896)",/root/autodl-tmp/animedata/anime_dataset/3558,30.070606345466366,0.96888554,0.03455,1.9139152e-05
11342,11342,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_7_01614_s1,30.88965746314249,0.9851789,0.03455,2.3775772e-05
11743,11743,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_v2_12_05661_s2,33.36124824870911,0.98808223,0.03455,1.6513613e-05
11998,11998,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Disney_v2_15_03395_s2,36.176350583087725,1.021218,0.03455,1.518205e-05
14547,14547,any,/root/autodl-tmp/animedata/train_10k/Japan_0_43787_s1,36.56363941498145,0.9972036,0.03455,1.0715163e-05
14752,14752,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_0_83781_s2,36.45336659290079,1.0014232,0.03455,6.3724424e-06
16093,16093,"(1088, 2176)",/root/autodl-tmp/animedata/train_10k/Japan_2_32476_s2,28.438124258325782,0.8755923,0.03455,2.4401692e-05
7821,7821,any,/root/autodl-tmp/animedata/test_2k_original/Japan_v2_2_110602_s2,32.79244675030469,0.98148304,0.03458,1.3733081e-05
11106,11106,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_2_02802_s1,30.995160936974152,0.99492943,0.03458,8.4809635e-06
16099,16099,any,/root/autodl-tmp/animedata/train_10k/Japan_2_34470_s2,32.109971316655766,0.97009766,0.03458,1.4488301e-05
18169,18169,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_v3_1_012292_s2,33.832549899158536,0.99725085,0.03458,8.359635e-06
1182,1182,"(256, 512)",/root/autodl-tmp/animedata/anime_dataset/2062,33.23154680738008,0.82491213,0.0346,1.4600082e-05
1293,1293,"(704, 1408)",/root/autodl-tmp/animedata/anime_dataset/2162,41.32429403794036,0.9943118,0.0346,1.0226608e-05
2002,2002,"(1088, 2176)",/root/autodl-tmp/animedata/anime_dataset/2800,42.057768882752455,0.99724174,0.0346,6.0000857e-06
6476,6476,"(576, 1152)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_013265_s1,26.57956906168806,1.058686,0.0346,1.772368e-05
9178,9178,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_16_02385_s2,35.416710098936164,0.98377043,0.0346,1.6982289e-05
9744,9744,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_20_03120_s2,30.62518297762181,0.98887557,0.0346,1.1983451e-05
11062,11062,any,/root/autodl-tmp/animedata/train_10k/Disney_2_01816_s1,42.09772119059112,1.0038223,0.0346,8.070278e-06
14728,14728,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Japan_0_77595_s3,29.121403945365888,0.973836,0.0346,1.716346e-05
15736,15736,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_2_182814_s2,37.38850227510412,0.98666817,0.0346,2.00154e-05
6854,6854,"(320, 640)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_007204_s2,30.648139828248176,1.0562472,0.03464,1.750037e-05
8826,8826,"(960, 1920)",/root/autodl-tmp/animedata/train_10k/Disney_11_01175_s2,30.7656861061419,0.98249155,0.03464,2.3108849e-05
11333,11333,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_7_00542_s2,30.316342037835994,0.9766182,0.03464,3.1019226e-05
13468,13468,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Hayao_0_01314_s1,36.816618448856026,0.9883279,0.03464,1.3033228e-05
16084,16084,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Japan_2_31064_s2,29.099475353653453,0.96549785,0.03464,2.6636553e-05
17281,17281,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_4_49232_s3,41.64701309922475,0.99521005,0.03464,4.78164e-06
1532,1532,"(832, 1664)",/root/autodl-tmp/animedata/anime_dataset/2378,36.040075989652976,0.9887046,0.03467,1.2464632e-05
7196,7196,"(320, 640)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_052142_s2,30.380123102007506,1.0602216,0.03467,1.1793487e-05
7405,7405,any,/root/autodl-tmp/animedata/test_2k_original/Disney_v4_22_049537_s1,32.13284306552258,0.9757374,0.03467,1.7595818e-05
9231,9231,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_13_03461_s2,36.25507268083443,0.99158067,0.03467,4.8553115e-06
13620,13620,any,/root/autodl-tmp/animedata/train_10k/Hayao_0_01942_s2,32.57917595521801,0.9793541,0.03467,1.7335151e-05
15827,15827,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_2_192144_s2,33.781441785527704,0.9736621,0.03467,1.8716742e-05
15859,15859,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_2_196826_s2,36.85277079671653,0.98979604,0.03467,1.1392405e-05
17302,17302,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_4_51808_s3,28.242457562492334,0.9478267,0.03467,1.9441108e-05
7889,7889,any,/root/autodl-tmp/animedata/test_2k_original/Japan_v2_3_007407_s2,43.47812357793943,0.99104327,0.0347,9.040974e-06
9457,9457,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_17_00236_s2,34.47050779200951,0.9947118,0.0347,1.3904251e-05
13595,13595,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Hayao_0_01695_s3,31.533316529940954,0.96832097,0.0347,2.2610182e-05
14961,14961,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_1_110438_s2,31.94190299039996,0.9842919,0.0347,1.8317241e-05
15286,15286,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_2_07386_s1,35.73379925703163,0.98139894,0.0347,7.8560515e-06
6723,6723,"(320, 640)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_010702_s1,31.007369265120456,1.0556561,0.03473,1.5241627e-05
7488,7488,"(576, 1152)",/root/autodl-tmp/animedata/test_2k_original/Japan_v2_0_087855_s3,32.83836501675742,0.9772437,0.03473,2.4091516e-05
7519,7519,"(320, 640)",/root/autodl-tmp/animedata/test_2k_original/Japan_v2_0_134929_s3,29.661676784841745,0.98132443,0.03473,1.3811793e-05
9583,9583,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_1_00461_s1,26.79391997089133,0.9783089,0.03473,1.6144753e-05
13083,13083,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Disney_v3_6_037973_s2,30.59223289905732,0.98279995,0.03473,1.8279185e-05
16135,16135,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_2_40265_s3,32.844572736883094,0.9351682,0.03473,2.3654755e-05
17408,17408,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Japan_4_86668_s3,39.31093509176075,0.9960995,0.03473,3.5895423e-06
13244,13244,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_v3_7_020600_s1,33.434744784388215,0.9854165,0.03476,1.6947646e-05
4844,4844,"(448, 896)",/root/autodl-tmp/animedata/anime_dataset/5359,38.733554659515406,0.9930366,0.0348,1.541277e-05
6416,6416,"(576, 1152)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_20_002897_s2,27.504918194013108,1.0586413,0.0348,1.6244989e-05
9165,9165,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Disney_16_00533_s2,31.436649254311128,0.98976904,0.0348,1.4649446e-05
14601,14601,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_0_53773_s3,28.23780135307762,0.97736174,0.0348,1.7453283e-05
17499,17499,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_5_08693_s2,30.07556032814218,0.98233736,0.0348,2.2116272e-05
17477,17477,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_9_62219_s3,27.34578577410028,0.954712,0.0348,2.8390836e-05
4663,4663,"(448, 896)",/root/autodl-tmp/animedata/anime_dataset/5196,38.0488466624277,0.9946473,0.03482,1.595201e-05
5355,5355,any,/root/autodl-tmp/animedata/anime_dataset/5819,30.081248305102648,0.9457214,0.03482,2.3161778e-05
7057,7057,"(320, 640)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_21_033558_s2,30.83762743502525,1.0579492,0.03482,1.547945e-05
11105,11105,any,/root/autodl-tmp/animedata/train_10k/Disney_2_02224_s2,40.47772449586597,1.0047445,0.03482,6.555242e-06
4370,4370,"(448, 896)",/root/autodl-tmp/animedata/anime_dataset/4932,37.802624698087534,0.98948634,0.03485,1.6827027e-05
9111,9111,any,/root/autodl-tmp/animedata/train_10k/Disney_13_01991_s2,32.9275889046756,0.97586447,0.03485,2.659168e-05
9483,9483,"(832, 1664)",/root/autodl-tmp/animedata/train_10k/Disney_17_03033_s2,30.21249773407772,0.9776622,0.03485,2.3335695e-05
9567,9567,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Disney_19_02540_s2,31.84329279012212,0.98747796,0.03485,2.096262e-05
9656,9656,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Disney_1_03123_s1,28.54078849584976,0.9891986,0.03485,1.8884373e-05
7248,7248,any,/root/autodl-tmp/animedata/test_2k_original/Disney_v4_22_006563_s2,33.46318423467108,0.96846896,0.03488,1.559242e-05
14229,14229,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_0_164666_s2,32.65330867907877,0.98926055,0.03488,1.233591e-05
14557,14557,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_0_44445_s2,37.146779963071374,0.9996873,0.03488,5.8874057e-06
659,659,"(832, 1664)",/root/autodl-tmp/animedata/anime_dataset/1592,44.36625526856013,0.97089887,0.0349,1.0141855e-06
4233,4233,"(256, 512)",/root/autodl-tmp/animedata/anime_dataset/4809,35.35938552825528,1.026042,0.0349,1.2701814e-05
7882,7882,"(320, 640)",/root/autodl-tmp/animedata/test_2k_original/Japan_v2_3_007238_s2,40.07827192149946,0.9890166,0.0349,8.693958e-06
14239,14239,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_0_165029_s2,30.009203608042768,0.97392774,0.0349,2.1953392e-05
14866,14866,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_1_01732_s3,30.195454114907125,0.97367865,0.0349,2.0588184e-05
15997,15997,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_2_22606_s2,31.086818391554264,0.9861498,0.0349,1.6303591e-05
17170,17170,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Japan_4_155957_s2,30.862837837515848,0.95722663,0.0349,1.649601e-05
8232,8232,"(320, 640)",/root/autodl-tmp/animedata/train_10k/Disney_0_02345_s1,29.267847312948028,0.9842406,0.03494,2.4699017e-05
11817,11817,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Disney_v2_13_05097_s2,30.62422291706814,0.98506534,0.03494,1.2710581e-05
17657,17657,"(704, 1408)",/root/autodl-tmp/animedata/train_10k/Japan_v3_0_034373_s2,34.181497120514926,0.9791235,0.03494,8.898423e-06
5532,5532,"(1088, 2176)",/root/autodl-tmp/animedata/anime_dataset/5979,32.689960761496664,1.0529183,0.03497,1.4530546e-05
14711,14711,any,/root/autodl-tmp/animedata/train_10k/Japan_0_76238_s2,41.22954787380144,0.99573046,0.03497,5.4465045e-06
15930,15930,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_2_211148_s3,33.35409793283288,0.9796392,0.03497,2.1613563e-05
17473,17473,"(448, 896)",/root/autodl-tmp/animedata/train_10k/Japan_5_02704_s2,29.268781587848625,0.9806681,0.03497,2.052595e-05
18173,18173,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Japan_v3_2_001840_s2,28.067856035348505,0.97230893,0.03497,2.4799461e-05
2021,2021,"(832, 1664)",/root/autodl-tmp/animedata/anime_dataset/2818,31.860299719736723,0.988314,0.035,1.6575903e-05
11557,11557,"(256, 512)",/root/autodl-tmp/animedata/train_10k/Disney_v2_11_00359_s2,30.854261761949303,0.9827452,0.035,1.65281e-05
14015,14015,any,/root/autodl-tmp/animedata/train_10k/Japan_0_142057_s3,29.938037506736453,0.9894588,0.035,1.3663948e-05
5816,5816,"(448, 896)",/root/autodl-tmp/animedata/anime_dataset/669,32.319744251194294,1.0746253,0.03503,1.18168045e-05
7411,7411,"(1088, 2176)",/root/autodl-tmp/animedata/test_2k_original/Disney_v4_22_053106_s1,33.718112328769415,0.98888314,0.03503,1.0415228e-05
9201,9201,"(576, 1152)",/root/autodl-tmp/animedata/train_10k/Disney_13_02748_s2,37.55526961089131,0.9887777,0.03503,2.5326379e-05
